Symbol,marketcap,country,sector,industry,description
AAL.L,53128919846,United Kingdom,Basic Materials,Other Industrial Metals & Mining,"Anglo American plc, a mining company, produces copper, iron ore, and crop nutrients in the United Kingdom and internationally. The company operates through the Premium Iron Ore and the Copper segments. It also explores for nickel, diamonds, steelmaking coal, and manganese ore. The company was founded in 1917 and is headquartered in London, the United Kingdom."
BE,52590825472,United States,Industrials,Electrical Equipment & Parts,"Bloom Energy Corporation designs, manufactures, sells, and installs solid oxide fuel cell systems for on-site power generation in the United States and internationally. It offers Bloom Energy Server, an energy server platform to convert fuel, such as natural gas, biogas, hydrogen, or a blend of these fuels, into electricity through a non-combustion electrochemical process. The company also provides Bloom Electrolyzer for producing hydrogen. It sells its products through direct and indirect sales channels to utilities, data centers, retail, healthcare, education, telecom, manufacturing, and other industries. The company was formerly known as Ion America Corp. and changed its name to Bloom Energy Corporation in 2006. Bloom Energy Corporation was incorporated in 2001 and is headquartered in San Jose, California."
600276.SS,52480595663,China,Healthcare,Drug Manufacturers - Specialty & Generic,"Jiangsu Hengrui Pharmaceuticals Co.,Ltd, a pharmaceutical company, researches, develops, manufactures, and commercializes medicines to address unmet clinical needs in China and internationally. The company develops medicines in the areas of oncology, metabolic and cardiovascular, immunological and respiratory, neuroscience, pain management, infectious, respiratory system, hematological, ophthalmology, and autoimmune and other diseases. The company was founded in 1970 and is headquartered in Lianyungang, China."
EA,52422107136,United States,Communication Services,Electronic Gaming & Multimedia,"Electronic Arts Inc. develops, markets, publishes, and delivers games, content, and services for game consoles, PCs, and mobile phones worldwide. It develops and publishes games and experiences across diverse genres, such as sports, racing, first-person shooter, action, role-playing, and simulation; and live services offerings, including extra content and subscription offerings through its global football and American football franchises, such as EA SPORTS College Football and EA SPORTS Madden NFL, as well as based on its IP comprising The Sims, Apex Legends, and Battlefield. The company markets and sells its games and services through digital distribution and retail channels; and directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California."
HINDUNILVR.NS,52198540551,India,Consumer Defensive,Household & Personal Products,"Hindustan Unilever Limited, a fast-moving consumer goods company, manufactures and sells food, home care, and personal care products in India and internationally. It operates through Home Care, Beauty & Wellbeing, Personal Care, Foods, and Others segments. The company offers detergent bars, detergent powders, detergent liquids, and scourers; skin care and hair care products; skin cleansing, oral care, bodywash, and deodorants; and culinary products, such as tomato based products, fruit based products, soups, etc., as well as tea, coffee, functional nutrition drinks, and lifestyle nutrition products. It is also involved in beauty salons, job work, real estate, and discharge trust business. Hindustan Unilever Limited was founded in 1888 and is headquartered in Mumbai, India."
NDAQ,52080648192,United States,Financial Services,Financial Data & Stock Exchanges,"Nasdaq, Inc. operates as a technology company that serves capital markets and other industries in the United States and internationally. It operates through three segments: Capital Access Platforms, Financial Technology, and Market Services. The company distributes historical and real-time market data; develops and licenses Nasdaq-branded indices and financial products; provides investor relations intelligence, governance solutions, and sustainability solution products for public and private companies, and organizations, as well as insights and workflow solutions; and operates listing platforms. It also offers Verafin, a cloud-based platform to detect, investigate, and report money laundering and financial frauds; AxiomSL, a risk data management and regulatory reporting solution; cloud-enabled and on-premises surveillance solutions to assist in complying with market rules, regulations, and internal market surveillance policies; Calypso, a platform providing cross-asset, front-to-back trading, treasury, risk, and collateral management solutions; and trade management and colocation services, as well as handles assets comprising cash equities, equity derivatives, currencies, various interest-bearing securities, commodities, energy products, and digital currencies. In addition, the company provides equity derivative trading and clearing, cash equity trading and fixed income, currency and commodities trading, and fixed income trading and clearing services, as well as tape plan data services; operates various exchanges, including derivatives, commodities, cash equity, debt, structured products, and exchange traded products; and offers clearing, settlement, and central depository services. The company was formerly known as The NASDAQ OMX Group, Inc. and changed its name to Nasdaq, Inc. in September 2015. Nasdaq, Inc. was founded in 1971 and is headquartered in New York, New York."
FITB,52046356480,United States,Financial Services,Banks - Regional,"Fifth Third Bancorp operates as the bank holding company for Fifth Third Bank, National Association that provides a range of financial products and services in the United States. It operates through three segments: Commercial Banking, Consumer and Small Business Banking, and Wealth and Asset Management. The Commercial Banking segment offers credit intermediation, cash management, and financial services; lending and depository products; and cash management, foreign exchange and international trade finance, derivatives and capital markets services, asset-based lending, real estate finance, public finance, commercial leasing, and syndicated finance for business, government, and professional customers. Its Consumer and Small Banking segment engages in the provision of a range of deposit and loan products to individuals and small businesses; residential mortgage activities, including the origination, retention and servicing of residential mortgage loans, sales and securitizations of loans, and associated hedging activities; home equity loans and lines of credit, credit cards, automobile and other indirect lending, and other consumer lending services; and home improvement and solar energy installation loans through contractors and installers. The Wealth and Asset Management segment provides various wealth management services, such as wealth planning, investment management, banking, insurance, trust, and estate services for for individuals, companies, and not-for-profit organizations; retail brokerage services for individual clients; and advisory services for institutional clients. Fifth Third Bancorp was founded in 1858 and is headquartered in Cincinnati, Ohio."
DVN,51949277184,United States,Energy,Oil & Gas E&P,"Devon Energy Corporation, an independent energy company, engages in the exploration, development, and production of oil, natural gas, and natural gas liquids in the United States. The company operates in Delaware Basin located in southeast New Mexico and west Texas, Eagle Ford located in North America, Anadarko Basin located in western Oklahoma, Williston Basin located in North Dakota, and Powder River Basin located in Wyoming. Devon Energy Corporation was founded in 1971 and is headquartered in Houston, Texas."
CPG.L,51502489600,United Kingdom,Consumer Cyclical,Restaurants,"Compass Group PLC provides food and support services in North America and internationally. The company offers support services, such as cleaning in hospitals; reception services at corporate headquarters; managing remote camps; grounds and facilities services at schools and universities; insurance brokerage services; and others. It serves business and industry; healthcare and senior living; education; sports and leisure; and defense, offshore, and remote sectors. The company was founded in 1941 and is based in Chertsey, the United Kingdom."
ROK,51426369536,United States,Industrials,Specialty Industrial Machinery,"Rockwell Automation, Inc., together with its subsidiaries, provides industrial automation and digital transformation solutions in North America, Europe, the Middle East, Africa, the Asia Pacific, and Latin America. It operates in three segments: Intelligent Devices, Software & Control, and Lifecycle Services. The company offers drives, motion, advanced material handling, safety, sensing, industrial components, hardware, software, and configured-to-order products; and control and visualization software and hardware, digital twin, simulation and information software, network and security infrastructure, and custom-engineered systems. It also provides digital consulting, professional services, engineered-to-order solutions, recurring services, cybersecurity, safety, remote monitoring, customer technical support and repair, asset management and optimization consulting, and training, as well as spare parts. The company sells its products through independent distributors in relation to its direct sales force. It serves discrete end markets, including automotive, semiconductor, e-commerce, and warehouse automation; hybrid end markets, such as food and beverage, life sciences, and tire; and process end markets comprising energy, mining, and chemicals. The company was formerly known as Rockwell International Corporation and changed its name to Rockwell Automation, Inc. in February 2002. Rockwell Automation, Inc. was founded in 1903 and is headquartered in Milwaukee, Wisconsin."
WAB,51095531520,United States,Industrials,Railroads,"Westinghouse Air Brake Technologies Corporation provides locomotives, equipment, systems, and services for the freight rail and passenger transit industries worldwide. It operates in two segments, Freight and Transit. It offers diesel-electric and liquid natural gas-powered locomotives; engines, electric motors, and propulsion systems; and marine and mining products. The company also offers positive train control equipment; electronically controlled pneumatic braking products; railway electronics; signal design and engineering services; distributed locomotive power, and train cruise and remote controls; industrial/mobile Internet of Things hardware and software, edge-to-cloud, on and off-board analytics and rules, and asset performance management solutions; rail and shipper transportation management, and port visibility and optimization solutions; and network optimization solutions. In addition, it provides freight car trucks, braking equipment, and related components; air compressors and dryers, as well as heating, ventilation, and air conditioning (HVAC) systems; heat transfer components and systems; custom engineered burners and combustion systems; rail gear, signaling, and switch products; and turbochargers. Further, it offers freight locomotive overhauls, modernizations, and refurbishment; locomotive and car maintenance; transit locomotive and car overhaul; unit exchange of locomotive components; long-term parts arrangements; and way equipment maintenance services. Additionally, it provides railway and freight braking equipment and related components; brake shoes, discs, and pads; HVAC equipment; access and platform screen doors; pantographs; power converters and battery chargers; passenger information systems and closed-circuit television; signaling and railway electric relays; and doors, window assemblies, accessibility lifts, ramps, and electric charging solutions for buses. The company was founded in 1869 and is headquartered in Pittsburgh, Pennsylvania."
XEL,50984095744,United States,Utilities,Utilities - Regulated Electric,"Xcel Energy Inc., through its subsidiaries, operates as an electric and natural gas delivery company in the United States. It operates through Regulated Electric Utility and Regulated Natural Gas Utility segments. The company generates, purchases, transmits, distributes, and sells electricity through its energy portfolio, including wind, nuclear, hydroelectric, biomass, and solar power from both owned generation facilities and PPAs, as well as its fossil fuel energy portfolio, such as coal and natural gas; sale and resale of wholesale transmission service; and engages in wholesale commodity and trading operations. It also purchases, transports, stores, distributes, and sells natural gas; develops and leases natural gas pipelines and storage facilities; operates interstate natural gas pipeline; and invests in rental housing projects, energy technology companies, and community solar garden nonregulated assets. It serves electric and natural gas customers in portions of Colorado, Michigan, Minnesota, New Mexico, North Dakota, South Dakota, Texas, and Wisconsin. The company was formerly known as Northern States Power company. Xcel Energy Inc. was incorporated in 1909 and is headquartered in Minneapolis, Minnesota."
STT,50929852416,United States,Financial Services,Asset Management,"State Street Corporation provides various financial products and services to institutional investors. It offers custody, accounting, and fund administration services for traditional and alternative assets, as well as multi-asset class investments; recordkeeping, client reporting, and investment book of record, transaction management, loans, cash, derivatives, and collateral services; investor services operations outsourcing; performance, risk, and compliance analytics; financial data management to support institutional investors; foreign exchange, brokerage, and other trading services; securities finance, such as prime services products; and deposit and short-term investment facilities. 
The company also provides the State Street Alpha platform that combines portfolio management, trading and execution, analytics and compliance tools, and advanced data aggregation and integration with other industry platforms and providers; front-office technology that automates and simplifies the institutional investment process comprising portfolio management and risk analytics, trading, and post-trade settlement with integrated compliance and managed data; investment management solutions; and portfolio management, trading compliance, and manager/sponsor communication. In addition, it offers investment management solutions, such as strategies across equity, fixed income, cash, multi-asset, and alternatives; and ETFs, custom indexed, managed funds, and mandates. The company provides its products and services to mutual funds, collective investment funds and other investment pools, corporate and public retirement plans, insurance companies, wealth managers, investment managers, foundations, and endowments. The company was founded in 1792 and is headquartered in Boston, Massachusetts."
7741.T,50150615006,Japan,Healthcare,Medical Instruments & Supplies,"HOYA Corporation, a med-tech company, provides high-tech and medical products in the Japan, Asia, the Americas, Europe, and internationally. The company operates through two segments: Life Care, and Information and Communications. It offers life care products, including eyeglasses; contact lenses; medical endoscopes; intraocular lenses; laparoscopic surgical instruments; automatic endoscope cleaning equipment; and other medical related products, such as prosthetic ceramic fillers and metallic implants for orthopedics, brain surgery, and dentistry. The company also operates Eyecity, a specialty retailer of contact lenses. In addition, it provides information technology products, such as mask blanks and photomasks for manufacturing semiconductor chips; glass disks for hard disk drives; and imaging related products that comprise optical glasses/optical lenses, colored glass filters, and UV light resources. Further, the company engages in research, development, manufacture, and sale of photomasks for manufacturing flat panel displays. HOYA Corporation was founded in 1941 and is headquartered in Shinjuku, Japan."
601211.SS,50123958976,China,Financial Services,Capital Markets,"Guotai Haitong Securities Co., Ltd. provides wealth management, investment banking, institutional and trading, and investment management services in Mainland China, Hong Kong, and internationally. It offers securities and futures brokerage, financial products, investment advisory, stock pledging, margin financing and securities lending, and agreed securities repurchase and other services; and sponsorship, equity and debt underwriting, structured debt financing, M&A financial advisory services, and diversified corporate solutions to corporate and government clients. The company also provides research and institutional brokerage services, such as prime brokers, seat leasing, custody and outsourcing, and QFII and other services to institutional clients; trading and investment services, including investment transactions in stocks, fixed income, foreign exchange, large commodities, and their derivative financial instruments, as well as integrated financial solutions for clients' investment, financing, and risk management; and equity investment services. In addition, it offers asset and fund management services to institutions and individuals; and brokerage, research, leasing, and corporate financing services; logistics and catering management; and information consulting services. Further, the company engages in the real estate and property management; warehousing; investment and corporate management consulting; venture capital investment and management; industrial investment; administrative management; foreign exchange dealing; and securities trading activities. The company was formerly known as Guotai Junan Securities Co., Ltd. and changed its name to Guotai Haitong Securities Co., Ltd. in April 2025. The company was founded in 1992 and is based in Shanghai, China."
ALAB,49979121664,United States,Technology,Semiconductors,"Astera Labs, Inc. designs, manufactures, and sells semiconductor-based connectivity solutions for cloud and AI infrastructure in Taiwan and the United States. It offers an intelligent connectivity platform, comprised of semiconductor-based, high-speed, mixed-signal connectivity products that integrate a matrix of microcontrollers and sensors, and COSMOS. The company provides COSMOS software suite, a connectivity system management and optimization software that enables management and optimization of resources for large fleets at cloud-scale via link, fleet, and RAS management capabilities. In addition, it offers PCIe/CXL smart DSP retimers and cable modules; ethernet smart cable modules for cloud and AI infrastructure; CXL memory connectivity controllers; and smart fabric switches. The company serves hyperscalers and system original equipment manufacturers. Astera Labs, Inc. was incorporated in 2017 and is based in San Jose, California."
7974.T,49694378358,Japan,Communication Services,Electronic Gaming & Multimedia,"Nintendo Co., Ltd., together with its subsidiaries, develops, manufactures, and sells home entertainment products in Japan, the Americas, Europe, and internationally. It offers home console gaming hardware, software, accessories, and other products. The company also provides various services, such as Nintendo Switch Online; and content through mobile application. In addition, it offers develop IP, including video content and mobile apps. The company was formerly known as Nintendo Playing Card Co., Ltd. and changed its name to Nintendo Co., Ltd. in 1963. Nintendo Co., Ltd. was founded in 1889 and is headquartered in Kyoto, Japan."
PYPL,49530224640,United States,Financial Services,Credit Services,"PayPal Holdings, Inc. operates a technology platform that enables digital payments for merchants and consumers worldwide. The company operates a two-sided network at scale that connects merchants and consumers that enables its customers to connect, transact, and send and receive payments through online and in person, as well as transfer and withdraw funds using various funding sources, such as bank accounts, PayPal or Venmo account balance, consumer credit and debit products, credit and debit cards, and cryptocurrencies, as well as other stored value products, including gift cards and eligible rewards. It provides payment solutions under the PayPal, PayPal Credit, Braintree, Venmo, Xoom, Hyperwallet, Honey, and Paidy names. The company was founded in 1998 and is headquartered in San Jose, California."
VTR,48874643456,United States,Real Estate,REIT - Healthcare Facilities,"Ventas, Inc. is an S&P 500 company enabling exceptional environments that benefit a large and growing aging population. With more than 1,400 properties in North America and the United Kingdom, Ventas occupies an essential role in the longevity economy. The Company's growth is fueled by its approximately 900 senior housing communities, which provide valuable services to residents and enable them to thrive in supported environments. Ventas aims to deliver outsized performance by leveraging its operational expertise, data-driven insights from its Ventas OITM platform, extensive relationships and strong financial position. The Ventas portfolio also includes outpatient medical buildings, research centers and healthcare facilities. Ventas, Inc. was incorporated in 1983 and is based in Chicago, United States. The firm was incorporated in Delaware."
HEI,48853700608,United States,Industrials,Aerospace & Defense,"HEICO Corporation provides aerospace, defense, and electronic related products and services in the United States and internationally. Its Flight Support Group segment offers jet engine and aircraft component replacement parts; thermal insulation blankets and parts; renewable/reusable insulation systems; and specialty components and assemblies. This segment also distributes hydraulic, pneumatic, structural, interconnect, mechanical, and electro-mechanical components for the commercial, regional, and general aviation markets; and offers repair and overhaul services for jet engine and aircraft component parts, avionics, instruments, composites, and commercial aircraft surfaces, as well as for avionics and navigation systems, subcomponents, and other military aircraft instruments. The company's Electronic Technologies Group segment provides electro-optical infrared simulation and test equipment; electro-optical laser products; electro-optical, microwave, and other power equipment; electromagnetic and radio frequency (RF) interference shielding and suppression filters; power electronics; power conversion and interface products; interconnection devices; and underwater locator and emergency locator transmission beacons. This segment also offers traveling wave tube amplifiers and microwave power modules; memory products and specialty semiconductors; environment connectivity products and molded cable assemblies; RF and microwave products; communications and electronic intercept receivers and tuners; self-sealing auxiliary fuel systems; active antenna systems and airborne antennas; nuclear radiation detectors; power amplifiers; ceramic-to-metal feedthroughs and connectors; technical surveillance countermeasures equipment; RF receivers and sources; radiation assurance, embedded computing, and silicone solutions; test sockets and adapters; and electronic components and rotary joint assemblies. The company was incorporated in 1957 and is headquartered in Hollywood, Florida."
601319.SS,48739421531,China,Financial Services,Insurance - Property & Casualty,"The People's Insurance Company (Group) of China Limited, an investment holding company, offers insurance products and services in the People's Republic of China and Hong Kong. It operates through Non-Life Insurance, Life Insurance, Health Insurance, Asset Management, and Other segments. The company provides motor vehicle, accidental injury and health, agricultural, liability, commercial property, and other insurances; life insurance products; health and medical insurance products; and reinsurance services. It is also involved in asset management and other business; acting as insurance agent; provision of endowment insurance, investment management, internet finance, and technology services. The company was founded in 1949 and is based in Beijing, the People's Republic of China."
EXC,48633081856,United States,Utilities,Utilities - Regulated Electric,"Exelon Corporation, a utility services holding company, engages in the energy distribution and transmission businesses in the United States. The company is involved in the purchase and regulated retail sale of electricity and natural gas; transmission and distribution of electricity; and distribution of natural gas to retail customers. It serves residential, commercial, industrial, and public authorities and electric railroads customers. Exelon Corporation was incorporated in 1999 and is headquartered in Chicago, Illinois."
EBAY,48569159680,United States,Consumer Cyclical,Internet Retail,"eBay Inc., together with its subsidiaries, operates marketplace platforms that connect buyers and sellers in the United States, the United Kingdom, China, Germany, and internationally. Its marketplace platform includes its online marketplace at ebay.com, off-platform businesses, and the eBay suite of mobile apps. The company's platforms enable users to list, sell, buy, and pay various products. The company was founded in 1995 and is headquartered in San Jose, California."
ODFL,48454533120,United States,Industrials,Trucking,"Old Dominion Freight Line, Inc. operates as a less-than-truckload motor carrier in the United States and North America. The company offers regional, inter-regional, and national less-than-truckload services, as well as expedited transportation services. It also provides various value-added services, including container drayage, truckload brokerage, and supply chain consulting. In addition, the company operates fleet maintenance centers. As of December 31, 2025, it owned and operated 10,184 tractors, 30,824 linehaul trailers, and 14,313 pickup and delivery trailers. Old Dominion Freight Line, Inc. was founded in 1934 and is headquartered in Thomasville, North Carolina."
AZO,48280768512,United States,Consumer Cyclical,Auto Parts,"AutoZone, Inc. operates as a retailer and distributor of automotive replacement parts and accessories in the United States, Mexico, and Brazil. The company offers a product line for cars, sport utility vehicles, vans, and light duty trucks, including new and remanufactured automotive hard parts, maintenance items, accessories, and non-automotive products. It also provides A/C compressors, batteries and accessories, bearings, belts and hoses, calipers, chassis, clutches, CV axles, engines, fuel pumps, fuses, ignition and lighting products, mufflers, radiators, starters and alternators, thermostats, and water pumps, as well as tire repairs. In addition, the company provides maintenance products, such as antifreeze and windshield washer fluids; brake drums, rotors, shoes, and pads; brake and power steering fluids, and oil and fuel additives; oil and transmission fluids; oil, cabin, air, fuel, and transmission filters; oxygen sensors; paints and accessories; refrigerants and accessories; shock absorbers and struts; spark plugs and wires; and windshield wipers. Further, it offers air fresheners, cell phone accessories, drinks and snacks, floor mats and seat covers, interior and exterior accessories, mirrors, performance products, protectants and cleaners, sealants and adhesives, steering wheel covers, tools, vehicle entertainment systems, and wash and wax products, as well as towing services. Additionally, the company provides a sales program that offers commercial credit and delivery of parts and other products; sells automotive diagnostic, repair, collision, and shop management information software under the ALLDATA brand through alldata.com; Duralast branded products through duralastparts.com; and automotive hard parts, maintenance items, accessories, and non-automotive products through autozone.com. AutoZone, Inc. was founded in 1979 and is headquartered in Memphis, Tennessee."
SUNPHARMA.NS,48236688789,India,Healthcare,Drug Manufacturers - Specialty & Generic,"Sun Pharmaceutical Industries Limited, a generic pharmaceutical company, develops, manufactures, and markets branded and generic formulations, and active pharmaceutical ingredients (APIs) in India, the United States, and internationally. The company offers formulations in various therapeutic areas, including neuropsychiatry, cardiology, diabetes, gastroenterology, pain/analgesics, gynecology, ophthalmology, urology, dermatology, respiratory, anti-infectives, oncology, psychiatry, neurology, orthopaedic, nephrology, dental, and nutritionals. It also provides generic medications, such as tablets, capsules, injectables, inhalers, ointments, creams, and liquids; specialty medications; antiretrovirals medications; and over-the-counter products, such as vitamins, analgesics, digestives, and lifestyle. In addition, the company offers generics and APIs for anti-cancers, peptides, steroids, sex hormones, immunosuppressant drugs, and controlled substances. Sun Pharmaceutical Industries Limited was founded in 1983 and is headquartered in Mumbai, India."
002415.SZ,48117000159,China,Technology,Computer Hardware,"Hangzhou Hikvision Digital Technology Co., Ltd. provides machine perception and artificial intelligence technologies worldwide. The company offers cameras, including network, Turbo HD, and PTZ cameras; explosion-proof and anti-corrosion series; and CCTV accessories. It also provides video recorders and serves comprising network recorders, DVRs, DeepinMind intelligence, storage, servers, and kits; access control systems that include face recognition terminals, card terminals, readers, controllers, payment terminals, visitor terminals, electrical locks, and one-door access control system kits; speed gates and turnstiles; and video intercom products. In addition, the company offers interactive flat panel displays; LED displays; LCD video walls, monitors, and controllers; alarm systems, such as wired and wireless intrusion alarms, and intrusion accessories; networking products, including switches, wireless bridges, routers, wireless access points, and accessories; security and thermography thermal cameras; parking management products comprising vehicle access control management, parking guidance, and on-street parking cameras; traffic cameras, traffic servers, radars, mobile enforcement systems, supplement lights, signal control series, and traffic accessories; and portable products and enterprise PDAs. Further, it provides onboard security; security inspections products, such as x-ray inspection systems, detectors, millimeter wave security inspection, and intelligent security analyzers; audio products, including public address systems, security audio products, and audio accessories; acoustic and laser sensing products; auxiliary care and security radars; fire alarm systems, fusion detection cameras, and standalone detectors; and Hik-Connect, Hik-Partner Pro, HikCentral Professional, HikCentral Access Control, and HikCentral Focsign software. The company was founded in 2001 and is headquartered in Hangzhou, the People's Republic of China."
PCG,47839973376,United States,Utilities,Utilities - Regulated Electric,"PG&E Corporation, through its subsidiary, Pacific Gas and Electric Company, engages in the sale and delivery of electricity and natural gas to customers in northern and central California, the United States. It generates electricity using nuclear, hydroelectric, fossil fuel-fired, fuel cells, and photovoltaic sources. The company owns and operates interconnected transmission lines; electric transmission substations, distribution lines, switching and distribution substations; and natural gas transmission, storage, and distribution systems consisting of distribution pipelines, backbone and local transmission pipelines, and various storage facilities. It serves residential, commercial, industrial, and agricultural customers, as well as natural gas-fired electric generation facilities. The company was incorporated in 1995 and is based in Oakland, California."
ANTO.L,47700628230,United Kingdom,Basic Materials,Copper,"Antofagasta plc operates as a mining company. It operates through Los Pelambres, Centinela, Antucoya, Zaldívar, Exploration and Evaluation, and Transport Division segments. The company produces copper cathodes and copper concentrates; molybdenum concentrates; and gold and silver by-products. It also provides rail and road cargo services to mining customers in northern Chile. In addition, the company has exploration projects in various countries. It has operations in the United Kingdom, Switzerland, Spain, Germany, rest of Europe, Chile, rest of Latin America, the United States, Japan, China, Singapore, South Korea, Hong Kong, and rest of Asia. The company was incorporated in 1888 and is headquartered in London, the United Kingdom. Antofagasta plc is a subsidiary of Metalinvest Anstalt."
EW,47578353664,United States,Healthcare,Medical Devices,"Edwards Lifesciences Corporation provides products and technologies to treat advanced cardiovascular diseases in the United States, Europe, Japan, and internationally. It offers transcatheter heart valve replacement products for minimally invasive replacement of aortic heart valves under the Edwards SAPIEN family of valves system; and transcatheter heart valve repair and replacement products to treat mitral and tricuspid valve diseases under the PASCAL and EVOQUE brands. The company also provides surgical structural heart solutions, such as aortic surgical valve under the INSPIRIS brand name; INSPIRIS RESILIA aortic valve, which offers RESILIA tissue and VFit technology; KONECT RESILIA, a pre-assembled tissue valve conduit for complex combined procedures; and MITRIS RESILIA valve. It distributes its products through a direct sales force and independent distributors. Edwards Lifesciences Corporation was founded in 1958 and is headquartered in Irvine, California."
603986.SS,47441857586,China,Technology,Semiconductors,"GigaDevice Semiconductor Inc. engages in the research, development, technical support, and sale of memory, microcontrollers, sensors, and analog chips. The company offers SPI NOR, SPI NAND, parallel NAND, wafer level chip scale packaging (WLCSP), and known good die (KGD) flash products; 32-bit microcontrollers (MCUs), such as high-performance, mainstream, entry-level, low-power consumptions, automotive, and specific MCUs, as well as wireless MCUs and modules; and sensors comprising touch controllers, fingerprint recognition, and barometric pressure sensors. It also provides analogs consisting of general power supply products, including low drop linear regulators and DC-DC converters; application specific standard products (ASSP), such as ASSP for DDR and power management IC for TWS earbuds; motor drivers comprising 3-Phase MOSFET pre-drivers, brushed DC motor drivers, multi-channel full-bridge drivers, and brushless DC motor driver SOCs; charging management products, such as battery charger and protection ICs; signal chain products which include ADC, operation amplifiers, comparators, high precision voltage references, current monitors, and temperature/temperature humidity sensors; and BMS AFE products. Its products are used in automotive, industrial, PC and peripherals, consumer electronics, Internet of Things, network communication, and mobile applications. The company sells its products through operations and distributor networks in China, Singapore, the United States, South Korea, Japan, the United Kingdom, Germany, Turkey, Italy, and Mexico. The company was formerly known as GigaDevice Semiconductor (Beijing) Inc. and changed its name to GigaDevice Semiconductor Inc. in August 2022. GigaDevice Semiconductor Inc. was founded in 2005 and is headquartered in Beijing, China."
5802.T,47017422902,Japan,Consumer Cyclical,Auto Parts,"Sumitomo Electric Industries, Ltd. manufactures and sells various materials in Japan and internationally. It operates in Environment and Energy, Infocommunications, Automotive, Electronics, and Industrial Materials and Others segments. It offers vanadium redox flow battery, high voltage cable, sEMSA, industrial electric wires and cables, traveling cable, railway and transport machinery products, aluminum materials, heat shrink tubing and heat-resistant tubing/tapes, thermal control devices, and water treatment membrane; and fiber optic, fusion splicer and accessories, data center solutions, remote monitoring of FTTx distribution line, NanoPlug, CATV systems, set top box, optical and wireless devices, AirMT, non-contact multi-fiber interconnect, and low profile fiber-array. The company also provides electric wires and cables for automobiles, components for wiring harnesses, electronics, HVs and EVs, pedestrian radar, steel cords for tire reinforcement, steel wires for springs, abrasion-resistant parts, magnet wires, sintered ZnS lenses, wiring materials/electronics, sintered components, copper-diamond/molybdenum/ tungsten, chemical vapor deposition-diamond, single crystal, magnesium-silicon carbide, diamond/CBN cutting tool, dies wire drawing tool, and dresser, and aluminum nitride. In addition, it offers electronic wires, flexible printed circuit, heat-shrinkable tubing, nickel alloy/cladded/plated wire, metal foam/electroplated wire, POREFLON PTFE membrane, the cross linked fluorine resin FEX, spiral shielded wires, coaxial cables, flat components, thunderbolt and USB4 cables, plated and alloy wires, and RGB laser modules; and PC steel wires, drills/endmills, CBN/PCD, milling and turning tools, and laser optics. The company was formerly known as Sumitomo Electric Wire & Cable Works and changed its name to Sumitomo Electric Industries, Ltd. in January 1939. Sumitomo Electric Industries, Ltd. was founded in 1897 and is headquartered in Chuo, Japan."
AMP,46754762752,United States,Financial Services,Asset Management,"Ameriprise Financial, Inc., together with its subsidiaries, operates as a diversified financial services company in the United States and internationally. The company offers financial planning and advice services to individual and institutional clients. It operates through Advice & Wealth Management, Asset Management, Retirement & Protection Solutions, Corporate & Other segments. The Advice & Wealth Management segment provides financial planning and advice; brokerage products and services for retail and institutional clients; discretionary and non-discretionary investment advisory accounts; mutual funds; insurance and annuities products; cash management and banking products; and face-amount certificates. The Asset Management segment offers investment management, advice, and products to retail, high net worth, and institutional clients through third-party financial institutions, advisor network, direct retail, and its institutional sales force under the Columbia Threadneedle Investments brand name. Its products include U.S. mutual funds and their non-U.S. equivalents, exchange-traded funds, variable product funds underlying insurance, and annuity separate accounts; and institutional asset management products, such as traditional asset classes, separately managed accounts, individually managed accounts, collateralized loan obligations, hedge funds, collective funds, and property and infrastructure funds. The Retirement & Protection Solutions segment provides variable annuity products, as well as life and disability income insurance products to retail clients. Ameriprise Financial, Inc. was formerly known as American Express Financial Corporation and changed its name to Ameriprise Financial, Inc. in September 2005. The company was founded in 1894 and is based in Minneapolis, Minnesota."
HUM,46742343680,United States,Healthcare,Healthcare Plans,"Humana Inc. provides medical and specialty insurance products in the United States. It operates in two segments, Insurance and CenterWell. The Insurance segment offers individual Medicare Advantage products, including health insurance benefits, including wellness programs, chronic care management, and care coordination; individual Medicare stand-alone prescription drug products (PDP); group Medicare advantage and Medicare stand-alone PDP; Medicare supplements; specialty and ancillary insurance comprising dental, vision, life and disability; and administrative services to arrange health care services for active-duty and retired military personnel and dependents, as well as pharmacy benefit managers. Its CenterWell segment operates full-service, value-based senior focused primary care centers under the Conviva Senior Primary Care and CenterWell Senior Primary Care brands; a management services organization; CenterWell Home Health, a home health provider; and OneHome, which manages post-acute patient needs, as well as provides pharmacy and hospice solutions. The company was formerly known as Extendicare Inc. and changed its name to Humana Inc. in April 1974. Humana Inc. was founded in 1961 and is headquartered in Louisville, Kentucky."
